"","new","c","hc_ward_cut"
"5460","A_M1066OF03_2S2RNA 31","306","1"
"5461","A_M1066OF03_2S2RNA 32","308","1"
"5462","A_M1066OF03_2S2RNA 33","308","2"
"5463","A_M1066OF03_2S2RNA 34","309","1"
"5464","A_M1066OF03_2S2RNA 35","311","1"
"5465","A_M1066OF03_2S2RNA 36","311","1"
"5466","A_M1066OF03_2S2RNA 37","311","1"
"5467","A_M1066OF03_2S2RNA 38","311","1"
"5468","A_M1066OF03_2S2RNA 39","311","1"
"5469","A_M1066OF03_2S2RNA 4","103","1"
"5470","A_M1066OF03_2S2RNA 40","311","2"
"5471","A_M1066OF03_2S2RNA 41","311","2"
"5472","A_M1066OF03_2S2RNA 42","311","2"
"5473","A_M1066OF03_2S2RNA 43","311","2"
"5474","A_M1066OF03_2S2RNA 44","311","2"
"5475","A_M1066OF03_2S2RNA 5","102","2"
"5476","A_M1066OF03_2S2RNA 6","105","2"
"5477","A_M1066OF03_2S2RNA 7","105","2"
"5478","A_M1066OF03_2S2RNA 8","104","2"
"5479","A_M1066OF03_2S2RNA 9","106","1"
"5480","A_M1066OF03_3S1RNA 1","102","1"
"5481","A_M1066OF03_3S1RNA 10","202","1"
"5482","A_M1066OF03_3S1RNA 11","202.5","1"
"5483","A_M1066OF03_3S1RNA 12","203","1"
"5484","A_M1066OF03_3S1RNA 13","203","1"
"5485","A_M1066OF03_3S1RNA 14","203","1"
"5486","A_M1066OF03_3S1RNA 15","203","1"
"5487","A_M1066OF03_3S1RNA 16","203","1"
"5488","A_M1066OF03_3S1RNA 17","205","1"
"5489","A_M1066OF03_3S1RNA 18","205","1"
"5490","A_M1066OF03_3S1RNA 19","205","1"
"5491","A_M1066OF03_3S1RNA 2","102","1"
"5492","A_M1066OF03_3S1RNA 20","205","1"
"5493","A_M1066OF03_3S1RNA 21","206","1"
"5494","A_M1066OF03_3S1RNA 22","302","1"
"5495","A_M1066OF03_3S1RNA 23","304","2"
"5496","A_M1066OF03_3S1RNA 24","304","2"
"5497","A_M1066OF03_3S1RNA 25","304","2"
"5498","A_M1066OF03_3S1RNA 26","304","2"
"5499","A_M1066OF03_3S1RNA 27","306","2"
"5500","A_M1066OF03_3S1RNA 28","306","1"
"5501","A_M1066OF03_3S1RNA 29","306","1"
"5502","A_M1066OF03_3S1RNA 3","103","1"
"5503","A_M1066OF03_3S1RNA 30","307","1"
"5504","A_M1066OF03_3S1RNA 31","308","2"
"5505","A_M1066OF03_3S1RNA 32","308","2"
"5506","A_M1066OF03_3S1RNA 33","311","1"
"5507","A_M1066OF03_3S1RNA 34","311","1"
"5508","A_M1066OF03_3S1RNA 35","311","1"
"5509","A_M1066OF03_3S1RNA 36","311","1"
"5510","A_M1066OF03_3S1RNA 37","311","1"
"5511","A_M1066OF03_3S1RNA 38","311","1"
"5512","A_M1066OF03_3S1RNA 39","311","2"
"5513","A_M1066OF03_3S1RNA 4","103","2"
"5514","A_M1066OF03_3S1RNA 40","311","2"
"5515","A_M1066OF03_3S1RNA 41","311","2"
"5516","A_M1066OF03_3S1RNA 42","311","2"
"5517","A_M1066OF03_3S1RNA 5","104","2"
"5518","A_M1066OF03_3S1RNA 6","104","2"
"5519","A_M1066OF03_3S1RNA 7","105","2"
"5520","A_M1066OF03_3S1RNA 8","106","2"
"5521","A_M1066OF03_3S1RNA 9","106","2"
"5522","A_M1067OF04_1S1RNA 1","101","1"
"5523","A_M1067OF04_1S1RNA 10","106","1"
"5524","A_M1067OF04_1S1RNA 11","202","1"
"5525","A_M1067OF04_1S1RNA 12","202","1"
"5526","A_M1067OF04_1S1RNA 13","203","1"
"5527","A_M1067OF04_1S1RNA 14","203","1"
"5528","A_M1067OF04_1S1RNA 15","203","1"
"5529","A_M1067OF04_1S1RNA 16","203","1"
"5530","A_M1067OF04_1S1RNA 17","204","1"
"5531","A_M1067OF04_1S1RNA 18","205","1"
"5532","A_M1067OF04_1S1RNA 19","205","1"
"5533","A_M1067OF04_1S1RNA 2","102","1"
"5534","A_M1067OF04_1S1RNA 20","205","2"
"5535","A_M1067OF04_1S1RNA 21","206","2"
"5536","A_M1067OF04_1S1RNA 22","301","2"
"5537","A_M1067OF04_1S1RNA 23","304","2"
"5538","A_M1067OF04_1S1RNA 24","304","2"
"5539","A_M1067OF04_1S1RNA 25","304","2"
"5540","A_M1067OF04_1S1RNA 26","304","2"
"5541","A_M1067OF04_1S1RNA 27","304","2"
"5542","A_M1067OF04_1S1RNA 28","306","1"
"5543","A_M1067OF04_1S1RNA 29","306","1"
"5544","A_M1067OF04_1S1RNA 3","103","1"
"5545","A_M1067OF04_1S1RNA 30","306","1"
"5546","A_M1067OF04_1S1RNA 31","307.5","1"
"5547","A_M1067OF04_1S1RNA 32","308","1"
"5548","A_M1067OF04_1S1RNA 33","308","1"
"5549","A_M1067OF04_1S1RNA 34","311","1"
"5550","A_M1067OF04_1S1RNA 35","311","1"
"5551","A_M1067OF04_1S1RNA 36","311","1"
"5552","A_M1067OF04_1S1RNA 37","311","1"
"5553","A_M1067OF04_1S1RNA 38","311","1"
"5554","A_M1067OF04_1S1RNA 39","311","1"
"5555","A_M1067OF04_1S1RNA 4","103","1"
"5556","A_M1067OF04_1S1RNA 40","311","2"
"5557","A_M1067OF04_1S1RNA 41","311","2"
"5558","A_M1067OF04_1S1RNA 42","311","2"
"5559","A_M1067OF04_1S1RNA 43","311","2"
"5560","A_M1067OF04_1S1RNA 5","103","2"
"5561","A_M1067OF04_1S1RNA 6","104","2"
"5562","A_M1067OF04_1S1RNA 7","104","2"
"5563","A_M1067OF04_1S1RNA 8","106","2"
"5564","A_M1067OF04_1S1RNA 9","106","2"
"5565","A_M1067OF04_2S2RNA 1","106","1"
"5566","A_M1067OF04_2S2RNA 10","106","1"
"5567","A_M1067OF04_2S2RNA 11","106","1"
"5568","A_M1067OF04_2S2RNA 12","106","1"
"5569","A_M1067OF04_2S2RNA 13","202","1"
"5570","A_M1067OF04_2S2RNA 14","203","1"
"5571","A_M1067OF04_2S2RNA 15","203","1"
"5572","A_M1067OF04_2S2RNA 16","203","1"
"5573","A_M1067OF04_2S2RNA 17","203","1"
"5574","A_M1067OF04_2S2RNA 18","204","1"
"5575","A_M1067OF04_2S2RNA 19","205","1"
"5576","A_M1067OF04_2S2RNA 2","111","1"
"5577","A_M1067OF04_2S2RNA 20","205","1"
"5578","A_M1067OF04_2S2RNA 21","205","2"
"5579","A_M1067OF04_2S2RNA 22","206","2"
"5580","A_M1067OF04_2S2RNA 23","301","2"
"5581","A_M1067OF04_2S2RNA 24","304","2"
"5582","A_M1067OF04_2S2RNA 25","304","2"
"5583","A_M1067OF04_2S2RNA 26","304","2"
"5584","A_M1067OF04_2S2RNA 27","304","2"
"5585","A_M1067OF04_2S2RNA 28","305","2"
"5586","A_M1067OF04_2S2RNA 29","306","1"
"5587","A_M1067OF04_2S2RNA 3","111","1"
"5588","A_M1067OF04_2S2RNA 30","306","1"
"5589","A_M1067OF04_2S2RNA 31","306","1"
"5590","A_M1067OF04_2S2RNA 32","308","1"
"5591","A_M1067OF04_2S2RNA 33","308","2"
"5592","A_M1067OF04_2S2RNA 34","308","1"
"5593","A_M1067OF04_2S2RNA 35","311","1"
"5594","A_M1067OF04_2S2RNA 36","311","1"
"5595","A_M1067OF04_2S2RNA 37","311","1"
"5596","A_M1067OF04_2S2RNA 38","311","1"
"5597","A_M1067OF04_2S2RNA 39","311","1"
"5598","A_M1067OF04_2S2RNA 4","111","1"
"5599","A_M1067OF04_2S2RNA 40","311","1"
"5600","A_M1067OF04_2S2RNA 41","311","2"
"5601","A_M1067OF04_2S2RNA 42","311","2"
"5602","A_M1067OF04_2S2RNA 43","311","2"
"5603","A_M1067OF04_2S2RNA 44","311","2"
"5604","A_M1067OF04_2S2RNA 45","311","2"
"5605","A_M1067OF04_2S2RNA 5","102","2"
"5606","A_M1067OF04_2S2RNA 6","102","2"
"5607","A_M1067OF04_2S2RNA 7","105","2"
"5608","A_M1067OF04_2S2RNA 8","105","2"
"5609","A_M1067OF04_2S2RNA 9","104","1"
"5610","A_M1067OF04_3S3RNA 1","111","1"
"5611","A_M1067OF04_3S3RNA 10","106","1"
"5612","A_M1067OF04_3S3RNA 11","106","1"
"5613","A_M1067OF04_3S3RNA 12","106","1"
"5614","A_M1067OF04_3S3RNA 13","202","1"
"5615","A_M1067OF04_3S3RNA 14","203","1"
"5616","A_M1067OF04_3S3RNA 15","203","1"
"5617","A_M1067OF04_3S3RNA 16","203","1"
"5618","A_M1067OF04_3S3RNA 17","203","1"
"5619","A_M1067OF04_3S3RNA 18","204","1"
"5620","A_M1067OF04_3S3RNA 19","205","1"
"5621","A_M1067OF04_3S3RNA 2","111","1"
"5622","A_M1067OF04_3S3RNA 20","205","1"
"5623","A_M1067OF04_3S3RNA 21","205","2"
"5624","A_M1067OF04_3S3RNA 22","206","2"
"5625","A_M1067OF04_3S3RNA 23","302.995","2"
"5626","A_M1067OF04_3S3RNA 24","304","2"
"5627","A_M1067OF04_3S3RNA 25","304","2"
"5628","A_M1067OF04_3S3RNA 26","304","2"
"5629","A_M1067OF04_3S3RNA 27","304","2"
"5630","A_M1067OF04_3S3RNA 28","306","2"
"5631","A_M1067OF04_3S3RNA 29","306","1"
"5632","A_M1067OF04_3S3RNA 3","111","1"
"5633","A_M1067OF04_3S3RNA 30","306","1"
"5634","A_M1067OF04_3S3RNA 31","307","2"
"5635","A_M1067OF04_3S3RNA 32","311","2"
"5636","A_M1067OF04_3S3RNA 33","311","1"
"5637","A_M1067OF04_3S3RNA 34","311","1"
"5638","A_M1067OF04_3S3RNA 35","311","1"
"5639","A_M1067OF04_3S3RNA 36","311","1"
"5640","A_M1067OF04_3S3RNA 37","311","1"
"5641","A_M1067OF04_3S3RNA 38","311","2"
"5642","A_M1067OF04_3S3RNA 39","311","2"
"5643","A_M1067OF04_3S3RNA 4","105","2"
"5644","A_M1067OF04_3S3RNA 40","311","2"
"5645","A_M1067OF04_3S3RNA 41","311","2"
"5646","A_M1067OF04_3S3RNA 5","102","2"
"5647","A_M1067OF04_3S3RNA 6","102","2"
"5648","A_M1067OF04_3S3RNA 7","102","2"
"5649","A_M1067OF04_3S3RNA 8","103","2"
"5650","A_M1067OF04_3S3RNA 9","103","2"
"5651","A_M1068OF04_2S2RNA 1","101","1"
"5652","A_M1068OF04_2S2RNA 10","106","1"
"5653","A_M1068OF04_2S2RNA 13","203","1"
"5654","A_M1068OF04_2S2RNA 14","203","1"
"5655","A_M1068OF04_2S2RNA 15","203","1"
"5656","A_M1068OF04_2S2RNA 16","203","1"
"5657","A_M1068OF04_2S2RNA 17","205","1"
"5658","A_M1068OF04_2S2RNA 18","205","1"
"5659","A_M1068OF04_2S2RNA 19","205","1"
"5660","A_M1068OF04_2S2RNA 2","111","1"
"5661","A_M1068OF04_2S2RNA 20","205","2"
"5662","A_M1068OF04_2S2RNA 21","206","2"
"5663","A_M1068OF04_2S2RNA 22","303","2"
"5664","A_M1068OF04_2S2RNA 23","304","2"
"5665","A_M1068OF04_2S2RNA 24","304","2"
"5666","A_M1068OF04_2S2RNA 25","304","2"
"5667","A_M1068OF04_2S2RNA 26","304","2"
"5668","A_M1068OF04_2S2RNA 27","305","2"
"5669","A_M1068OF04_2S2RNA 28","306","1"
"5670","A_M1068OF04_2S2RNA 29","306","2"
"5671","A_M1068OF04_2S2RNA 3","111","1"
"5672","A_M1068OF04_2S2RNA 30","307","1"
"5673","A_M1068OF04_2S2RNA 31","308","1"
"5674","A_M1068OF04_2S2RNA 32","308","1"
"5675","A_M1068OF04_2S2RNA 33","309","1"
"5676","A_M1068OF04_2S2RNA 34","311","1"
"5677","A_M1068OF04_2S2RNA 35","311","1"
"5678","A_M1068OF04_2S2RNA 36","311","1"
"5679","A_M1068OF04_2S2RNA 37","311","1"
"5680","A_M1068OF04_2S2RNA 38","311","1"
"5681","A_M1068OF04_2S2RNA 39","311","1"
"5682","A_M1068OF04_2S2RNA 4","103","2"
"5683","A_M1068OF04_2S2RNA 40","311","2"
"5684","A_M1068OF04_2S2RNA 41","311","2"
"5685","A_M1068OF04_2S2RNA 42","311","2"
"5686","A_M1068OF04_2S2RNA 5","102","2"
"5687","A_M1068OF04_2S2RNA 6","105","2"
"5688","A_M1068OF04_2S2RNA 7","105","2"
"5689","A_M1068OF04_2S2RNA 8","105","2"
"5690","A_M1068OF04_2S2RNA 9","106","2"
"5691","A_M1068OF04_3S3RNA 1","101","1"
"5692","A_M1068OF04_3S3RNA 10","106","1"
"5693","A_M1068OF04_3S3RNA 11","106","1"
"5694","A_M1068OF04_3S3RNA 12","106","1"
"5695","A_M1068OF04_3S3RNA 13","202","1"
"5696","A_M1068OF04_3S3RNA 14","203","1"
"5697","A_M1068OF04_3S3RNA 15","203","1"
"5698","A_M1068OF04_3S3RNA 16","203","1"
"5699","A_M1068OF04_3S3RNA 17","203","1"
"5700","A_M1068OF04_3S3RNA 18","204","1"
"5701","A_M1068OF04_3S3RNA 19","205","1"
"5702","A_M1068OF04_3S3RNA 2","111","1"
"5703","A_M1068OF04_3S3RNA 20","205","1"
"5704","A_M1068OF04_3S3RNA 21","205","2"
"5705","A_M1068OF04_3S3RNA 22","206","2"
"5706","A_M1068OF04_3S3RNA 23","301","2"
"5707","A_M1068OF04_3S3RNA 24","304","2"
"5708","A_M1068OF04_3S3RNA 25","304","2"
"5709","A_M1068OF04_3S3RNA 26","304","2"
"5710","A_M1068OF04_3S3RNA 27","304","2"
"5711","A_M1068OF04_3S3RNA 28","305","2"
"5712","A_M1068OF04_3S3RNA 29","306","1"
"5713","A_M1068OF04_3S3RNA 3","111","1"
"5714","A_M1068OF04_3S3RNA 30","306","1"
"5715","A_M1068OF04_3S3RNA 31","306.5","1"
"5716","A_M1068OF04_3S3RNA 32","307","2"
"5717","A_M1068OF04_3S3RNA 33","311","1"
"5718","A_M1068OF04_3S3RNA 34","311","1"
"5719","A_M1068OF04_3S3RNA 35","311","1"
"5720","A_M1068OF04_3S3RNA 36","311","1"
"5721","A_M1068OF04_3S3RNA 37","311","1"
"5722","A_M1068OF04_3S3RNA 38","311","1"
"5723","A_M1068OF04_3S3RNA 39","311","2"
"5724","A_M1068OF04_3S3RNA 4","105","2"
"5725","A_M1068OF04_3S3RNA 40","311","2"
"5726","A_M1068OF04_3S3RNA 41","311","2"
"5727","A_M1068OF04_3S3RNA 42","311","2"
"5728","A_M1068OF04_3S3RNA 5","102","2"
"5729","A_M1068OF04_3S3RNA 6","102","2"
"5730","A_M1068OF04_3S3RNA 7","102.5","2"
"5731","A_M1068OF04_3S3RNA 8","103","2"
"5732","A_M1068OF04_3S3RNA 9","104","2"
"5733","A_M1070OF05_1S2RNA 1","111","1"
"5734","A_M1070OF05_1S2RNA 10","106","1"
"5735","A_M1070OF05_1S2RNA 11","201","1"
"5736","A_M1070OF05_1S2RNA 12","202","1"
"5737","A_M1070OF05_1S2RNA 13","203","1"
"5738","A_M1070OF05_1S2RNA 14","203","1"
"5739","A_M1070OF05_1S2RNA 15","203","1"
"5740","A_M1070OF05_1S2RNA 16","203","1"
"5741","A_M1070OF05_1S2RNA 17","205","1"
"5742","A_M1070OF05_1S2RNA 18","205","1"
"5743","A_M1070OF05_1S2RNA 19","205","1"
"5744","A_M1070OF05_1S2RNA 2","111","2"
"5745","A_M1070OF05_1S2RNA 20","205","2"
"5746","A_M1070OF05_1S2RNA 21","206","2"
"5747","A_M1070OF05_1S2RNA 22","302","2"
"5748","A_M1070OF05_1S2RNA 23","304","2"
"5749","A_M1070OF05_1S2RNA 24","304","2"
"5750","A_M1070OF05_1S2RNA 25","304","2"
"5751","A_M1070OF05_1S2RNA 26","304","2"
"5752","A_M1070OF05_1S2RNA 27","306","2"
"5753","A_M1070OF05_1S2RNA 28","306","1"
"5754","A_M1070OF05_1S2RNA 29","306","1"
"5755","A_M1070OF05_1S2RNA 3","111","1"
"5756","A_M1070OF05_1S2RNA 30","308","1"
"5757","A_M1070OF05_1S2RNA 31","308","2"
"5758","A_M1070OF05_1S2RNA 32","311","1"
"5759","A_M1070OF05_1S2RNA 33","311","1"
"5760","A_M1070OF05_1S2RNA 34","311","1"
"5761","A_M1070OF05_1S2RNA 35","311","1"
"5762","A_M1070OF05_1S2RNA 36","311","1"
"5763","A_M1070OF05_1S2RNA 37","311","2"
"5764","A_M1070OF05_1S2RNA 38","311","1"
"5765","A_M1070OF05_1S2RNA 39","311","2"
"5766","A_M1070OF05_1S2RNA 4","103","2"
"5767","A_M1070OF05_1S2RNA 40","311","2"
"5768","A_M1070OF05_1S2RNA 41","311","2"
"5769","A_M1070OF05_1S2RNA 5","102","2"
"5770","A_M1070OF05_1S2RNA 6","103.5","2"
"5771","A_M1070OF05_1S2RNA 7","105","2"
"5772","A_M1070OF05_1S2RNA 8","105","2"
"5773","A_M1070OF05_1S2RNA 9","106","2"
"5774","A_M1070OF05_2S3RNA 1","111","1"
"5775","A_M1070OF05_2S3RNA 10","106","1"
"5776","A_M1070OF05_2S3RNA 11","106","1"
"5777","A_M1070OF05_2S3RNA 12","202","1"
"5778","A_M1070OF05_2S3RNA 13","203","1"
"5779","A_M1070OF05_2S3RNA 14","203","1"
"5780","A_M1070OF05_2S3RNA 15","203","1"
"5781","A_M1070OF05_2S3RNA 16","203","1"
"5782","A_M1070OF05_2S3RNA 17","204","1"
"5783","A_M1070OF05_2S3RNA 18","205","1"
"5784","A_M1070OF05_2S3RNA 19","205","1"
"5785","A_M1070OF05_2S3RNA 2","111","1"
"5786","A_M1070OF05_2S3RNA 20","205","2"
"5787","A_M1070OF05_2S3RNA 21","206","2"
"5788","A_M1070OF05_2S3RNA 22","302","2"
"5789","A_M1070OF05_2S3RNA 23","304","2"
"5790","A_M1070OF05_2S3RNA 24","304","2"
"5791","A_M1070OF05_2S3RNA 25","304","2"
"5792","A_M1070OF05_2S3RNA 26","304","2"
"5793","A_M1070OF05_2S3RNA 27","305","2"
"5794","A_M1070OF05_2S3RNA 28","306","1"
"5795","A_M1070OF05_2S3RNA 29","306","1"
"5796","A_M1070OF05_2S3RNA 3","111","1"
"5797","A_M1070OF05_2S3RNA 30","307","1"
"5798","A_M1070OF05_2S3RNA 31","307.03","1"
"5799","A_M1070OF05_2S3RNA 32","311","1"
"5800","A_M1070OF05_2S3RNA 33","311","1"
"5801","A_M1070OF05_2S3RNA 34","311","1"
"5802","A_M1070OF05_2S3RNA 35","311","1"
"5803","A_M1070OF05_2S3RNA 36","311","1"
"5804","A_M1070OF05_2S3RNA 37","311","2"
"5805","A_M1070OF05_2S3RNA 38","311","2"
"5806","A_M1070OF05_2S3RNA 39","311","2"
"5807","A_M1070OF05_2S3RNA 4","102","2"
"5808","A_M1070OF05_2S3RNA 40","311","2"
"5809","A_M1070OF05_2S3RNA 41","311","2"
"5810","A_M1070OF05_2S3RNA 5","102","2"
"5811","A_M1070OF05_2S3RNA 6","102","2"
"5812","A_M1070OF05_2S3RNA 7","103","2"
"5813","A_M1070OF05_2S3RNA 8","103","2"
"5814","A_M1070OF05_2S3RNA 9","106","1"
"5815","A_M1070OF05_3S1RNA 1","102","1"
"5816","A_M1070OF05_3S1RNA 10","203","1"
"5817","A_M1070OF05_3S1RNA 11","203","1"
"5818","A_M1070OF05_3S1RNA 12","203","1"
"5819","A_M1070OF05_3S1RNA 13","203","1"
"5820","A_M1070OF05_3S1RNA 14","204","1"
"5821","A_M1070OF05_3S1RNA 15","205","1"
"5822","A_M1070OF05_3S1RNA 16","205","1"
"5823","A_M1070OF05_3S1RNA 17","205","1"
"5824","A_M1070OF05_3S1RNA 18","206","2"
"5825","A_M1070OF05_3S1RNA 19","302","2"
"5826","A_M1070OF05_3S1RNA 2","102","2"
"5827","A_M1070OF05_3S1RNA 20","304","2"
"5828","A_M1070OF05_3S1RNA 21","304","2"
"5829","A_M1070OF05_3S1RNA 22","304","2"
"5830","A_M1070OF05_3S1RNA 23","305","2"
"5831","A_M1070OF05_3S1RNA 24","306","2"
"5832","A_M1070OF05_3S1RNA 25","306","1"
"5833","A_M1070OF05_3S1RNA 26","306","1"
"5834","A_M1070OF05_3S1RNA 27","308","1"
"5835","A_M1070OF05_3S1RNA 28","308","1"
"5836","A_M1070OF05_3S1RNA 29","311","2"
"5837","A_M1070OF05_3S1RNA 3","103","1"
"5838","A_M1070OF05_3S1RNA 30","311","1"
"5839","A_M1070OF05_3S1RNA 31","311","1"
"5840","A_M1070OF05_3S1RNA 32","311","1"
"5841","A_M1070OF05_3S1RNA 33","311","1"
"5842","A_M1070OF05_3S1RNA 34","311","1"
"5843","A_M1070OF05_3S1RNA 35","311","2"
"5844","A_M1070OF05_3S1RNA 36","311","2"
"5845","A_M1070OF05_3S1RNA 37","311","2"
"5846","A_M1070OF05_3S1RNA 38","311","2"
"5847","A_M1070OF05_3S1RNA 4","103","2"
"5848","A_M1070OF05_3S1RNA 5","104","2"
"5849","A_M1070OF05_3S1RNA 6","105","2"
"5850","A_M1070OF05_3S1RNA 7","106","2"
"5851","A_M1070OF05_3S1RNA 8","106","2"
"5852","A_M1070OF05_3S1RNA 9","201","2"
"5853","A_M1071OF06_1S3RNA 1","101","1"
"5854","A_M1071OF06_1S3RNA 10","106","1"
"5855","A_M1071OF06_1S3RNA 11","106","1"
"5856","A_M1071OF06_1S3RNA 12","106","1"
"5857","A_M1071OF06_1S3RNA 13","202","1"
"5858","A_M1071OF06_1S3RNA 14","203","1"
"5859","A_M1071OF06_1S3RNA 15","203","1"
"5860","A_M1071OF06_1S3RNA 16","203","1"
"5861","A_M1071OF06_1S3RNA 17","203","1"
"5862","A_M1071OF06_1S3RNA 18","204","1"
"5863","A_M1071OF06_1S3RNA 19","205","1"
"5864","A_M1071OF06_1S3RNA 2","111","1"
"5865","A_M1071OF06_1S3RNA 20","205","1"
"5866","A_M1071OF06_1S3RNA 21","205","2"
"5867","A_M1071OF06_1S3RNA 22","205","2"
"5868","A_M1071OF06_1S3RNA 23","206","2"
"5869","A_M1071OF06_1S3RNA 24","301","2"
"5870","A_M1071OF06_1S3RNA 25","304","1"
"5871","A_M1071OF06_1S3RNA 26","304","2"
"5872","A_M1071OF06_1S3RNA 27","304","2"
"5873","A_M1071OF06_1S3RNA 28","304","2"
"5874","A_M1071OF06_1S3RNA 29","305","2"
"5875","A_M1071OF06_1S3RNA 3","111","1"
"5876","A_M1071OF06_1S3RNA 30","306","1"
"5877","A_M1071OF06_1S3RNA 31","306","1"
"5878","A_M1071OF06_1S3RNA 32","306","1"
"5879","A_M1071OF06_1S3RNA 33","306","2"
"5880","A_M1071OF06_1S3RNA 34","307","1"
"5881","A_M1071OF06_1S3RNA 35","307","1"
"5882","A_M1071OF06_1S3RNA 36","311","1"
"5883","A_M1071OF06_1S3RNA 37","311","1"
"5884","A_M1071OF06_1S3RNA 38","311","1"
"5885","A_M1071OF06_1S3RNA 39","311","1"
"5886","A_M1071OF06_1S3RNA 4","102","1"
"5887","A_M1071OF06_1S3RNA 40","311","1"
"5888","A_M1071OF06_1S3RNA 41","311","1"
"5889","A_M1071OF06_1S3RNA 42","311","2"
"5890","A_M1071OF06_1S3RNA 43","311","2"
"5891","A_M1071OF06_1S3RNA 44","311","2"
"5892","A_M1071OF06_1S3RNA 45","311","2"
"5893","A_M1071OF06_1S3RNA 5","102","2"
"5894","A_M1071OF06_1S3RNA 6","102","2"
"5895","A_M1071OF06_1S3RNA 7","102","2"
"5896","A_M1071OF06_1S3RNA 8","103","2"
"5897","A_M1071OF06_1S3RNA 9","103","1"
"5898","A_M1071OF06_2S2RNA 1","111","1"
"5899","A_M1071OF06_2S2RNA 10","106","1"
"5900","A_M1071OF06_2S2RNA 11","106","1"
"5901","A_M1071OF06_2S2RNA 12","202","1"
"5902","A_M1071OF06_2S2RNA 13","203","1"
"5903","A_M1071OF06_2S2RNA 14","203","1"
"5904","A_M1071OF06_2S2RNA 15","203","1"
"5905","A_M1071OF06_2S2RNA 16","203","1"
"5906","A_M1071OF06_2S2RNA 17","203","1"
"5907","A_M1071OF06_2S2RNA 18","205","1"
"5908","A_M1071OF06_2S2RNA 19","205","1"
"5909","A_M1071OF06_2S2RNA 2","111","1"
"5910","A_M1071OF06_2S2RNA 20","205","1"
"5911","A_M1071OF06_2S2RNA 21","205","2"
"5912","A_M1071OF06_2S2RNA 22","206","2"
"5913","A_M1071OF06_2S2RNA 23","301","2"
"5914","A_M1071OF06_2S2RNA 24","304","2"
"5915","A_M1071OF06_2S2RNA 25","304","2"
"5916","A_M1071OF06_2S2RNA 26","304","2"
"5917","A_M1071OF06_2S2RNA 27","304","2"
"5918","A_M1071OF06_2S2RNA 28","305","2"
"5919","A_M1071OF06_2S2RNA 29","306","1"
"5920","A_M1071OF06_2S2RNA 3","111","1"
"5921","A_M1071OF06_2S2RNA 30","306","1"
"5922","A_M1071OF06_2S2RNA 31","306","1"
"5923","A_M1071OF06_2S2RNA 32","308","2"
"5924","A_M1071OF06_2S2RNA 33","308","1"
"5925","A_M1071OF06_2S2RNA 34","308","1"
"5926","A_M1071OF06_2S2RNA 35","311","1"
"5927","A_M1071OF06_2S2RNA 36","311","1"
"5928","A_M1071OF06_2S2RNA 37","311","1"
"5929","A_M1071OF06_2S2RNA 38","311","1"
"5930","A_M1071OF06_2S2RNA 39","311","1"
"5931","A_M1071OF06_2S2RNA 4","103","1"
"5932","A_M1071OF06_2S2RNA 40","311","1"
"5933","A_M1071OF06_2S2RNA 41","311","2"
"5934","A_M1071OF06_2S2RNA 42","311","2"
"5935","A_M1071OF06_2S2RNA 43","311","2"
"5936","A_M1071OF06_2S2RNA 44","311","2"
"5937","A_M1071OF06_2S2RNA 5","102","2"
"5938","A_M1071OF06_2S2RNA 6","105","2"
"5939","A_M1071OF06_2S2RNA 7","105","2"
"5940","A_M1071OF06_2S2RNA 8","104","2"
"5941","A_M1071OF06_2S2RNA 9","106","2"
"5942","A_M1071OF06_3S1RNA 1","102","1"
"5943","A_M1071OF06_3S1RNA 10","202","1"
"5944","A_M1071OF06_3S1RNA 11","203","1"
"5945","A_M1071OF06_3S1RNA 12","203","1"
"5946","A_M1071OF06_3S1RNA 13","203","1"
"5947","A_M1071OF06_3S1RNA 14","203","1"
"5948","A_M1071OF06_3S1RNA 15","204","1"
"5949","A_M1071OF06_3S1RNA 16","205","1"
"5950","A_M1071OF06_3S1RNA 17","205","1"
"5951","A_M1071OF06_3S1RNA 18","205","1"
"5952","A_M1071OF06_3S1RNA 19","206","2"
"5953","A_M1071OF06_3S1RNA 2","102","2"
"5954","A_M1071OF06_3S1RNA 20","206","2"
"5955","A_M1071OF06_3S1RNA 21","303","2"
"5956","A_M1071OF06_3S1RNA 22","304","2"
"5957","A_M1071OF06_3S1RNA 23","304","2"
"5958","A_M1071OF06_3S1RNA 24","304","2"
"5959","A_M1071OF06_3S1RNA 25","304","2"
"5960","A_M1071OF06_3S1RNA 26","306","1"
"5961","A_M1071OF06_3S1RNA 27","306","1"
"5962","A_M1071OF06_3S1RNA 28","306","2"
"5963","A_M1071OF06_3S1RNA 29","307","1"
"5964","A_M1071OF06_3S1RNA 3","103","1"
"5965","A_M1071OF06_3S1RNA 30","308","1"
"5966","A_M1071OF06_3S1RNA 31","308","1"
"5967","A_M1071OF06_3S1RNA 32","309","1"
"5968","A_M1071OF06_3S1RNA 33","311","1"
"5969","A_M1071OF06_3S1RNA 34","311","1"
"5970","A_M1071OF06_3S1RNA 35","311","1"
"5971","A_M1071OF06_3S1RNA 36","311","1"
"5972","A_M1071OF06_3S1RNA 37","311","1"
"5973","A_M1071OF06_3S1RNA 38","311","1"
"5974","A_M1071OF06_3S1RNA 39","311","2"
"5975","A_M1071OF06_3S1RNA 4","103","2"
"5976","A_M1071OF06_3S1RNA 40","311","2"
